title,source_tag
"trump, norwegian pm solberg speak by phone: trump statement",extended
"ryan tries to tamp down comey memo furor, says has confidence in trump",extended
u.s. attack killed nine civilians: syrian state news agency,extended
central american presidents congratulate trump,extended
u.n. vote saturday on u.s. bid to slash north korea exports over missile tests,extended
suspected istanbul airport bomber thought killed in georgia: three sources,extended
u.s. air force secretary nominee backs stealth aspect of f-35s,extended
bulgaria parliament passes anti-corruption law under eu pressure,extended
"trump's paris decision followed debate between moderates, anti-globalists",extended
watch: biden roasts trump at correspondents' dinner,original
"trump on twitter (august 8): opioid crisis, north korea",extended
"germany, france float new sanctions after north korea nuclear test",extended
u.s. lawmakers seek to bar states from mandating encryption weaknesses,extended
poland to allocate additional $55 bllion on defense by 2032: deputy minister,extended
"trump, puerto rico governor to discuss hurricane aid at white house",extended
"for trump, mar-a-lago is place to break the ice with china's xi",extended
uk's may sets out transition plan in bid to unlock brexit talks,extended
republican senate candidate moore hit by sexual misconduct allegations,extended
eight republican candidates qualify for thursday's debate; trump uncertain,extended
saudi's kingdom holding reports swing to quarterly profit from big loss,extended
"in illinois homecoming, obama calls for improved tone in u.s. politics",extended
"gorka, a trump adviser and bannon ally, is out: white house",extended
justice department to monitor tuesday's election in 28 states,extended
"trump's ""unlimited"" wealth may not be enough to fund his campaign",extended
ex-cia chief says trump risks blame for an attack if he skips briefings,extended
myanmar to grant families access to two reuters journalists after remand period expires: media,extended
somalis defy police to protest against deadly truck bombings,extended
malaysian pm najib urges muslims to strongly oppose jerusalem as israel's capital,extended
kremlin calls updated u.s. sanctions on russia extremely negative,extended
top austrian social democrat steps down over election smear campaign,extended
libya considering uk extradition request for manchester bomber's brother,extended
"factbox: trump on twitter (november 29) - matt lauer, north korea, tax cuts",extended
zanu-pf members to meet to discuss impeaching mugabe: party chief whip,extended
trump expects only 'tweaking' of trade relationship with canada,extended
healthcare bill has been pulled: house republican leadership aide,extended
u.s. not weighing middle east troop hikes over iran concerns: mattis,extended
syria peace talks not yet scheduled: russian foreign minister,extended
myanmar military trucks hit landmines in troubled rakhine; one injured,extended
top trump lieutenant scaramucci lashes colleagues in obscene rant,extended
"trump declines to endorse ryan, mccain for re-election: washington post",extended
u.n. chief says two-state mideast solution is the only way,extended
republican national committee cuts ties with moore: politico,extended
"trump, mexican president speak after latest quake: white house",extended
ryan opens door to later corporate tax rate cut: fox news,extended
"puerto rico crisis bill strengthens creditors, but cram-down remains",extended
moscow says the west is trying to undo russia-brokered progress in syria talks,extended
"factbox: trump meets with boeing chief, others",extended
sinn fein eyes northern ireland power-sharing deal by end october,extended
catalan leader calls for reduced tensions,extended
anti-trump protesters block arizona road; march in new york,extended
u.n. agrees new team of experts for burundi but eu and u.s. decry move,extended
eu's tusk says 'good deal' or 'no deal' on brexit up to london,extended
turkey threatens legal action after lawmaker calls erdogan 'fascist dictator',extended
seattle lawmakers pass tax on highest earners; mayor eager to be sued,extended
turkey hunts 42 university staff in post-coup crackdown: source,extended
trump's trade czar expected to get easy u.s. senate confirmation,extended
kansas judge extends voting rights for those registered at motor vehicle offices,extended
